Content,manipulations
"В Харьковской области 302-й зенитный ракетный полк ВСУ, оснащенный комплексами ПВО «Бук М-1», добровольно сложил оружие и сдался, сообщили в Минобороны. Был задержан 471 украинский военнослужащий .",[]
Британский премьер заявил о готовности принимать беженцев с Украины.,[]
"Точечным взрывом разрушена дамба на Северо-Крымском канале, которая с 2014 года блокировала доступ воды из Днепра в Крым. После очистки русла, вода пойдёт на полуостров.",[]
"❗️ ❗️ ❗️ Дорогие земляки-запорожцы, близится Освобождение нашего любимого города от преступной власти режима Порошенко-Зеленского. Очень важно, чтобы город получил свободу бескровно. Кровь, страдания и смерти запорожцев нужны только нашим врагам. К сожалению, часть наших земляков попало под влияние информационно-психологических операций и пропаганды врага. Эти люди могут принести войну в наш город. Армия Освобождения этого не хочет. Каждая смерть в нашем городе - это наша общая боль! Не допустить этого - наша общая задача. Я лично обращаюсь к Геннадию Красильцу (+3806761752**) - одному из таких запорожцев, попавших под влияние врагов нашего народа: Геннадий Жоржович, немедленно прекратите реализацию задуманной вами провокации, из-за которой могут погибнуть многие наши земляки! И не подбивайте на провокации ваших друзей и знакомых! Нам все нужны живые и здоровые. Впереди предстоит большая работа по восстановлению разрушенной и разграбленной режимом Порошенко-Зеленского экономики. Вы - хороший пчеловод, несите людям здоровье и радость! Не берите тяжёлого в руки, а дурного в голову! И тогда 29 июля вы сможете отпраздновать свой 54-й День рождения в оружении любящей сердечной жены и замечательных дочек. #Освобождение Владимир Рогов","['Loaded_Language\t676\t735\n', 'Flag-Waving\t9\t34\n', 'Causal_Oversimplification\t687\t787\n', 'Loaded_Language\t183\t208\n', 'Exaggeration,Minimisation\t45\t129\n', 'Loaded_Language\t790\t842\n', 'Exaggeration,Minimisation\t926\t992\n', 'Loaded_Language\t0\t8\n', 'Exaggeration,Minimisation\t602\t655\n', 'Exaggeration,Minimisation\t402\t420\n', 'Obfuscation,Intentional_Vagueness,Confusion\t1050\t1096\n', 'Loaded_Language\t247\t258\n', 'Loaded_Language\t857\t873\n', 'Exaggeration,Minimisation\t1219\t1232\n', 'Black-and-White_Fallacy\t994\t1048\n', 'Slogans\t437\t488\n']"
❗️ ?? Народная Милиция ДНР взяла под контроль село Пищевик в Волновахском районе (20 км до Мариуполя),"['Exaggeration,Minimisation\t6\t26\n', 'Loaded_Language\t0\t5\n']"
Петя Порошенко выдает нацистам кулеметы.,[]
"❗️ Украинские СМИ сообщают, что Владимир Зеленский придумал грандиозный ход – заставить иностранцев воевать на своей стороне Президент Украины заявил о формировании Интернационального легиона , в который могут записаться иностранцы, чтобы приехать на Украину и погибать воевать","['Straw_Men\t261\t269\n', 'Exaggeration,Minimisation\t60\t71\n', 'Straw_Men\t78\t124\n']"
В Мелитополе сменили флаг на российский,['Flag-Waving\t0\t39\n']
"US Conference of Mayors Call For More Gun Confiscation Legislation
 
 The United States Conference of Mayors passed several resolutions last week that called for more gun confiscation legislation following all the debate about guns after several shootings, despite the fact that government has never been given authority to restrict or regulate arms.
 Part of the hypocrisy of the US Conference of Mayors is that they actually push to infringe on law-abiding citizens' rights while claiming that it is consistent with the Second Amendment.
 For example, the organization writes in support of David Hogg's #NeverAgain movement, ""WHEREAS, the U.S. Conference of Mayors has a 50-year history of formally adopting and aggressively promoting strong policies to reduce gun violence, all consistent with its support for the Second Amendment to the Constitution.""
 take our poll - story continues below
 Whom do you consider to be the most corrupt Democrat Politician?
 Whom do you consider to be the most corrupt Democrat Politician?
 Whom do you consider to be the most corrupt Democrat Politician?
 * Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
 Email *
 Comments This field is for validation purposes and should be left unchanged.
 Completing this poll grants you access to Freedom Outpost updates free of charge.
 You may opt out at anytime.
 You also agree to this site's Privacy Policy and Terms of Use.
 And just what kind of policies are we talking about?
 According to the mayors:
 Strengthening the Regulation of Gun Sales and Dealers, including: Limiting the number of guns a person may purchase in a single transaction or in a month or other specified period of time;
 Banning replica handguns;
 Increasing inspections of licensed gun dealers; and
 Targeting and holding responsible gun dealers who break the law by knowingly selling guns to straw purchasers; Banning Assault Weapons and Large-Capacity Magazines, including: Reinstating a strengthened, effective ban on military-style assault weapons, such as AK-47s, and their component parts; and
 Banning large capacity ammunition feeding devices and the importation of all large capacity ammunition clips.
 Supporting Local Efforts to Reduce and Combat Gun Crimes, including: Opposing concealed carry reciprocity policies and legislation that would circumvent city policies established to protect residents;
 Providing local governments and law enforcement officials access to ATF gun trace data;
 Opposing ""Stand Your Ground"" or ""Shoot First"" laws and urging state legislatures that have adopted such laws to repeal them; and
 Encouraging mayors to take executive actions to combat gun violence and illegal use and trafficking of guns; Protecting Young People, including: Opposing proposals to allow teachers and other non-law enforcement, non-security personnel to carry firearms in K-12 schools;
 Raising the youth handgun ban from 18 to 21 years of age;
 Banning juvenile possession of semiautomatic assault rifles; and Holding gun owners criminally liable when children gain access to improperly stored guns.
 Protecting Domestic Violence Victims, including:
 Prohibiting persons convicted of domestic violence crimes or subject to final domestic violence restraining orders from acquiring or possessing firearms; and
 Requiring prohibited domestic abusers to turn in firearms they already own;
 How any of this is consistent with support for the Second Amendment is anyone's guess.
 I think they throw that language in to cover for the fact that they are attacking it head on and attacking the rights of the people.
 How does any of this stop gun violence?
 It doesn't.
 What it does do is infringe on the rights of teachers, law-abiding citizens who want to purchase several guns which they will use lawfully, sides with criminals against law-abiding citizens as it opposes stand your ground and other measures written specifically to protect people who would normally be victims of crime.
 Banning semi-automatic weapons doesn't stop crime either, as we've pointed out before, and the statistics are available for anyone to see that gun violence didn't go down one bit during the decade of the Clinton/Feinstein assault weapons ban.
 These geniuses also ""Support Enactment of Comprehensive Background Checks, Ban the Sale of Bump Stocks and Related Devices and Prevent the Arming of Teachers in Schools.""
 Again, this will do nothing to stop criminals with guns.
 Why?
 Because they won't follow your unconstitutional and unlawful laws in the first place!
 On top of that, the criminal mayors want to institute red flag laws.
 ""The U.S. Conference of Mayors registers its strong support for extreme risk protection order laws and urges both states and the federal government to enact such laws,"" the group wrote.
 They are fully in support of violating the Fifth Amendment rights of otherwise law-abiding citizens based on merely the fact that someone claims that a family member is a harm to themselves or others, even though they have not committed a crime.
 This is the Trump, ""Take the guns first and then due process"" mantra.
 Guns.com reported on some of the statements made by some of these mayors.
 Karen Freeman-Wilson, mayor of Gary, Indiana and chairwoman of the conference’s criminal and social justice committee, said gun-related tragedies “rips families and communities apart.” “Policies like background checks on all gun sales and Red Flag Laws save lives.
 It’s as simple as that,” Freeman-Wilson said.
 “The U.S. Conference of Mayors will continue doing everything in our power to keep our communities safe so that children and families are able to live free of the fear of being gunned down.” St. Louis Mayor Lyda Krewson said the new resolutions show mayors will “lead the way in solving our gun violence crisis.” “We wouldn’t be doing our jobs as mayors if we weren’t focusing on gun violence — an issue that threatens the public safety of every community, big and small,” she said.
 “Our bipartisan network of mayors knows how to work together and compromise on policies that save lives.
 If only our partners in Congress did the same.” Gun control groups, including Everytown for Gun Safety and Mayors Against Illegal Guns, praised the conference for reaffirming its support for stricter regulations.
 “Mayors are on the frontlines of America’s gun violence crisis, so it’s no surprise they’re also leading the charge to pass common-sense, life-saving laws,” said Everytown president John Feinblatt.
 “It’s time for our leaders in Washington to follow the lead of America’s mayors and put public safety over NRA priorities.”
 None of these statements can be backed up by facts.
 The facts refute their arguments, but beyond that, the Second Amendment recognizes the right to keep and bear arms is a right given to us by our Creator, not a permission we gain from government.
 So, while they tell you they support the Second Amendment and that their unlawful policies are consistent with it, nothing could be further from the truth.
 If you buy into this, you probably think places like Chicago, Illinois are among the safest places to live in the US when the opposite is true.
 Article posted with permission from Sons Of Liberty Media
 
","['Doubt\t1461\t1513\n', 'Black-and-White_Fallacy\t5827\t5905\n', 'Repetition\t6957\t6974\n', 'Flag-Waving\t5800\t5803\n', 'Repetition\t3730\t3750\n', 'Repetition\t6979\t6989\n', 'Flag-Waving\t6527\t6530\n', 'Repetition\t6357\t6376\n', 'Name_Calling,Labeling\t4244\t4252\n', 'Loaded_Language\t4502\t4536\n', 'Repetition\t3422\t3432\n', 'Exaggeration,Minimisation\t6999\t7038\n', 'Repetition\t777\t787\n', 'Repetition\t3844\t3864\n', 'Slogans\t601\t612\n', 'Flag-Waving\t5596\t5599\n', 'Slogans\t5077\t5119\n', 'Black-and-White_Fallacy\t3587\t3621\n', 'Repetition\t4891\t4911\n', 'Black-and-White_Fallacy\t6739\t6882\n', 'Loaded_Language\t710\t722\n', 'Flag-Waving\t6575\t6584\n', 'Black-and-White_Fallacy\t255\t347\n', 'Loaded_Language\t361\t370\n']"
"❗️ ""Почта России"" временно не принимает международные денежные переводы на Украину.",[]
Журналист ВГТРК одним из первых попал с российскими войсками в Чернобыль на АЭС,"['Exaggeration,Minimisation\t16\t31\n']"
"Телеканал ""Пятница"" принял решение о прекращении сотрудничества с украинским продакшеном программы о путешествиях ""Орел и решка"".",[]
"Зеленский из бункера вылез, чтобы видосик записать… Записал - и в бункер! https://t.me/rt_russian/94907","['Exaggeration,Minimisation\t34\t41\n']"
"Есть определённые успехи в продвижении армии республик Донбасса по южному направлению и по движению в сторону Мариуполя, сообщил Пушилин. @rt_russian","['Exaggeration,Minimisation\t39\t63\n', 'Appeal_to_Authority\t121\t136\n']"
"Макрон, говоря о конфликте на Украине, заявил, что ""война продлится долго"", и призвал готовиться к долгосрочным последствиям для Европы.","['Appeal_to_Authority\t0\t16\n', 'Exaggeration,Minimisation\t17\t26\n']"
"«Проблема не в том, что Путин умный. Конечно, он умный. Реальная проблема в том, что наши лидеры тупые» Дональд Трамп собрал митинг своих сторонников в Орландо, штат Флорида.",['Appeal_to_Authority\t104\t117\n']
"Hungarian Prime Minister: ‘Christianity is Europe’s last hope’
 
 NewsFaith, Politics - World
 BUDAPEST, Hungary, February 19, 2018 (LifeSiteNews) – Brushing aside any semblance of political correctness, Hungary’s Prime Minister said in his state of the nation speech on Sunday that, “Christianity is Europe's last hope.”
 Addressing his country and the world, Prime Minister Viktor Orbán warned that European nations which have encouraged migration have, “opened the way to the decline of Christian culture and the advance of Islam.”
 Orbán painted an image of Western Europe being overwhelmed by the accelerating influx Muslim immigrants in recent years.
 “According to estimates, the proportion of immigrants will grow at an accelerated pace in the European countries west of us,” said Orbán.
 “I won't even say anything about France and Holland, but even the born Germans are being forced back from most large German cities as migrants always occupy big cities first.”
 Orbán warned that as Western Europe becomes saturated with Muslim occupants, Islamists would soon seek to stream in to his country from both Western Europe as well as from Islamic nations.
 “This means that the Islamic civilization, which always considers its vocation to convert Europe to what it calls the true faith, in the future will be knocking on the door of Central Europe not only from the south, but from the west, as well,” he said.
 Prime Minister Orbán said his government will oppose efforts by the United Nations or the European Union to “increase migration” around the world.
 In June, LifeSiteNews reported that Orbán had taken a strong stand and not backed down against outside globalist influences seeking to control his nation’s politics.
 Billionaire George Soros, who famously backs many progressive initiatives around the world, locked horns with Orbán over the Central European University (CEU) he founded in 1989, which has been criticized as a funnel for anti-nationalist views.
 Orbán and Soros have a history, beginning in partnership and ending in acrimony.
 Orbán started public life as a crusader against communism and attended Oxford University on a Soros scholarship.
 Soros, who expatriated from Hungary, also funded Orbán’s political organization, the Alliance for Young Democrats.
 But Orbán’s defense of conservative values has led to breaking ties with Soros, whom he now criticizes as a foreigner meddling in his country’s affairs.
 After Prime Minister Orbán delivered his strongly worded state of the nation speech, a UK Daily Mail report said, “Orbán has conflated the issue of immigration with the image of Soros, 87, whose name was used in a tough anti-migrant bill sent to Parliament on Wednesday.”
 The Daily Mail report continued:
 Soros, for his part, compared Orbán unfavourably to both the Nazis and the Communists, saying his rule evoked dark tones from the 1930's, when Hungary was allied with Nazi Germany.
 But Orbán remains committed to his policy, claiming that Soros and supporters of migration are losing the fight.
 He said: “Soros has antagonised not only us but also England, President Trump and Israel too.
 Everywhere he wants to get migration accepted.
 It won't work.
 We are not alone and we will fight together and we will succeed.”
 In addition to inviting Soros’ ire, Orbán came under fire a couple years ago from the U.S. State Department under President Obama as well as the European Parliament for purportedly discriminating against homosexuals because of Hungary’s insistence on defining marriage between a man and a woman, and that pre-born babies have rights.
 Last year, Orbán also criticized liberals and encouraged citizens to give life to more children during the 11th conference of the World Congress of Families.
 Three thousand “natural family” advocates who attended the four-day conference heard Orbán in his opening address lambaste the European Union (EU) for its “relativizing liberal ideology that’s an insult to families.”
 
","['Name_Calling,Labeling\t1930\t1965\n', 'Name_Calling,Labeling\t2384\t2427\n', 'Flag-Waving\t27\t61\n', 'Reductio_ad_hitlerum\t2755\t2820\n', 'Name_Calling,Labeling\t2607\t2666\n', 'Slogans\t280\t318\n', 'Flag-Waving\t281\t318\n', 'Appeal_to_fear-prejudice\t1172\t1283\n', 'Appeal_to_fear-prejudice\t987\t1153\n', 'Slogans\t27\t61\n', 'Flag-Waving\t397\t531\n']"
Над колонной Вооруженных сил России в районе Херсона пролетает украинский Су-25.,[]
"Фейк: В Киеве российская ракета попала в жилой дом. Такие сообщения рассылают украинские телеграм-каналы. Правда: Разрушение в жилом доме стали частью работы системы украинской ПВО. Как пишет Readovka, на это указывает как минимум несколько факторов. Во-первых, украинские СМИ распространили данные о продолжении российской десантной операции в пригороде киевской столицы, в том числе, с участием вертолетов. Вероятнее всего, ракета предназначалась российской авиации, но траектория была рассчитана неверно, поэтому она прилетела в окна простым гражданам. Кроме того, ракета темного цвета, ее инверсионный след — белый, характерный для выстрела ЗРК «Бук», который стоит на вооружении ВСУ. Удары «Калибра» и «Искандера» полностью исключены: их выстрел разрушил бы здание. Кроме того, у «Калибра» турбореактивный двигатель без шлейфа, а это явно твердотопливная.","['Appeal_to_fear-prejudice\t6\t50\n', 'Causal_Oversimplification\t620\t688\n', 'Exaggeration,Minimisation\t719\t738\n', 'Appeal_to_fear-prejudice\t516\t554\n', 'Appeal_to_Authority\t182\t249\n', 'Loaded_Language\t839\t843\n']"
"▫️ Я бы порекомендовал всем гражданам Украины найти безопасные способы пережить эти один-два-три дня. Понятно, что Россия не собирается оккупировать Украину. С другой стороны, понятно, что там поменяют власть. Поэтому, думайте, в первую очередь, о безопасности, – политолог Марат Баширов в эфире РБК","['Red_Herring\t176\t208\n', 'Red_Herring\t210\t260\n', 'Appeal_to_Authority\t264\t299\n', 'Exaggeration,Minimisation\t71\t100\n']"
??  ?? Российский десант в Бродах под Львовом Вертолеты прикрывают.,[]
"The Hammond Pardons Bring Justice to Obama's Victims
 
 The media very deliberately misreported the Bundy standoff, ridiculing the men involved and shrugging at the murder of LaVoy Finicum.
 When the court case completely collapsed, the media buried the story.
 Just as it failed to provide any meaningful information about the background of the case.
 That was in part because it would have been damaging to Obama.
 And because they didn't care.
 But President Trump listened to the voices asking him for justice.
 Today, President Donald J. Trump signed Executive Grants of Clemency (Full Pardons) for Dwight Lincoln Hammond, Jr., and his son, Steven Hammond.
 The Hammonds are multi-generation cattle ranchers in Oregon imprisoned in connection with a fire that leaked onto a small portion of neighboring public grazing land.
 The evidence at trial regarding the Hammonds’ responsibility for the fire was conflicting, and the jury acquitted them on most of the charges.
 At the Hammonds’ original sentencing, the judge noted that they are respected in the community and that imposing the mandatory minimum, 5-year prison sentence would “shock the conscience” and be “grossly disproportionate to the severity” of their conduct.
 As a result, the judge imposed significantly lesser sentences.
 The previous administration, however, filed an overzealous appeal that resulted in the Hammonds being sentenced to five years in prison.
 This was unjust.
 Dwight Hammond is now 76 years old and has served approximately three years in prison
 The same administration that was against mandatory minimums for its drug dealers and gang members went to court to defend mandatory minimums under the Antiterrorism and Effective Death Penalty Act.
 While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers.
 Both men are currently in prison on five-year sentences, thanks in part to a 1996 antiterrorism law that imposed a mandatory minimum sentence on certain crimes on federal land.
 The length of their prison terms, in part, fueled outrage at their convictions.
 Federal Judge Michael Robert Hogan originally gave the Hammonds reduced sentences in 2012, arguing that the mandatory minimums were unjust.
 But the Obama administration appealed, and federal Judge Ann Aiken in 2015 imposed the full five-year sentences.
 Hogan was a Bush appointee who respected the law.
 Aiken was a Dem fundraiser, her husband was the chair of the Oregon Dem party, appointed by Bill Clinton.
 Aiken was unqualified for her role, except in the ways that mattered to the Clintons and their Dem allies.
 These pardons cleanse another stain from our nation's history in the dark years of Obama.
 
","['Black-and-White_Fallacy\t1720\t1826\n', 'Loaded_Language\t1129\t1149\n', 'Name_Calling,Labeling\t1428\t1434\n', 'Loaded_Language\t64\t81\n', 'Loaded_Language\t1129\t1134\n', 'Loaded_Language\t1329\t1340\n', 'Exaggeration,Minimisation\t146\t169\n', 'Loaded_Language\t2048\t2062\n', 'Exaggeration,Minimisation\t770\t775\n', 'Name_Calling,Labeling\t37\t52\n', 'Causal_Oversimplification\t365\t409\n', 'Flag-Waving\t2642\t2662\n', 'Loaded_Language\t1159\t1183\n', 'Name_Calling,Labeling\t2400\t2414\n', 'Loaded_Language\t163\t169\n', 'Repetition\t2217\t2223\n', 'Name_Calling,Labeling\t2504\t2515\n', 'Loaded_Language\t2670\t2680\n', 'Loaded_Language\t114\t124\n', 'Loaded_Language\t1159\t1199\n', 'Exaggeration,Minimisation\t208\t228\n', 'Loaded_Language\t208\t228\n']"
"Dem Congressman Corrects ADL's Claim That He Isn't Into Farrakhan
 
 The media has maintained a tight embargo on the release of the photo of Obama meeting with Nation of Islam hate group leader Louis Farrakhan at a Congressional Black Caucus meeting.
 Almost no national media outlet has covered the story.
 CNN only mentioned it when it embedded Jake Tapper's tweets about the support for Farrakhan by Women's March leaders.
 But Rep. Danny Davis had defended Farrakhan.
 Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.
 Farrakhan’s history of racially extreme comments includes blaming Jews for the September 11 attacks, saying white people “deserve to die” and praising Adolf Hitler as a “very great man.” “I personally know [Farrakhan], I’ve been to his home, done meetings, participated in events with him,” Davis told TheDC.
 The JTA's awkward attempt to whitewash the newly revealed CBC anti-Semitism included a claim from the ADL that Rep. Davis had been misquoted.
 An ADL official told JTA on Friday that the group had reached out to Rep. Danny Davis, a Democrat, after an article in The Daily Caller said he lauded Farrakhan on Monday as “an outstanding human being.” Farrakhan has calledJews “the enemy of God and the enemy of the righteous,” and said Jews were responsible for the 9/11 terror attacks and the rise of the Ku Klux Klan in the 20th century.
 “The congressman was insistent that The Daily Caller misquoted him during the interview and that he didn’t subscribe to Farrakhan’s anti-Semitic statements and actions in the past,” the ADL official told JTA in a statement.
 “He expressed an interest in seeing some of the latest statements made by Farrakhan vis-a-vis Jews, which we promptly shared with him.” The official said the ADL had shared information with Davis about Farrakhan’s anti-Semitic statements, and that the organization was waiting to hear back from him.
 Now, Rep. Davis would really like to emphasize that the ADL is wrong and he loves Farrakhan.
 Democratic Illinois Rep. Danny Davis confirmed in an interview Sunday that he has a personal relationship with Nation of Islam leader Louis Farrakhan, a notorious anti-Semite, and said he isn’t bothered by Farrakhan’s position on “the Jewish question.” Farrakhan has repeatedly denounced Jews as “satanic,” praised Hitler as a “very great man” and has said that white people “deserve to die.” The congressman wasn’t sure why the ADL wrote that he had been misquoted in his praise for the anti-Semite, and said he wasn’t sure if someone from his office had told the ADL he was misquoted, he told The Daily Caller News Foundation on Sunday.
 “I think that was what they wanted to write.
 Nah, I don’t have no problems with Farrakhan, I don’t spend a whole lot of my time dealing with those kind of things,” Davis said.
 “That’s just one segment of what goes on in our world.
 The world is so much bigger than Farrakhan and the Jewish question and his position on that and so forth.
 For those heavy into it, that’s their thing, but it ain’t my thing,” he said
 The people who talk about the ""Jewish question"" are generally anti-Semites.
 Somehow I don't think a white congressman would get away with saying that he agrees with David Duke on the environment but isn't especially concerned about his racism.
 But black leaders have gotten away with playing that game with Farrakhan repeatedly.
 But the ADL and the JTA will whitewash this again.
 And if they can't whitewash this, they'll ignore it.
 
","['Causal_Oversimplification\t3109\t3183\n', 'Black-and-White_Fallacy\t3489\t3542\n', 'Repetition\t1440\t1526\n', 'Repetition\t3467\t3476\n', 'Reductio_ad_hitlerum\t1250\t1439\n', 'Black-and-White_Fallacy\t2015\t2054\n', 'Loaded_Language\t914\t942\n', 'Thought-terminating_Cliches\t2926\t3031\n', 'Reductio_ad_hitlerum\t2334\t2446\n']"
Z-войска на окраинах Мариуполя.,[]
⚡️ В Одессе ввели комендантский час,[]
"3-D-printed guns put carnage a click away
 
 PEOPLE WHO are barred from purchasing firearms or want to own a gun that is illegal in the jurisdiction where they live may soon have an easy way to get around the law.
 All they would need to do is download a computer file and use a 3-D printer to stamp out a gun.
 No background check would weed out felons, those with mental illness, domestic abusers or possible terrorists.
 No serial number would allow police to trace a weapon used in a crime.
 And there would be no problem getting past metal detectors with a gun molded from high-quality plastic.
 Plans by a Texas organization to publish, starting Aug. 1, downloadable blueprints for 3-D-printed plastic firearms — so-called ghost guns — have rightly alarmed leading gun safety groups and law enforcement officials.
 Credit for this dangerous scenario — in which getting an AR-15-style rifle is just a matter of a few computer clicks — goes to the Trump administration for its inexplicable decision to settle a lawsuit it was on the verge of winning.
 The case involves Cody Wilson, founder of Defense Distributed, who sued the government in 2015 after the State Department under the Obama administration made him take down do-it-yourself gunmaking blueprints he had posted online, saying they violated export regulations governing military hardware and technology.
 Mr. Wilson, an avowed anarchist who hopes for a world in which governments can’t stop individuals from getting guns, claimed his First Amendment right to free speech was being violated.
 But he lost at every stage of litigation, including a refusal by the Supreme Court to review a decision that the code could not be published during the course of the lawsuit.
 So it was stunning — but not surprising, given this administration’s worship at the altar of gun rights — that the State Department elected last month to quietly settle the case.
 In addition to signing off on the public release of the 3-D printing tutorials, the State Department also agreed to pay nearly $40,000 of Mr. Wilson’s legal fees.
 The Brady Center to Prevent Gun Violence has filed a Freedom of Information Act request to find out how this senseless decision was reached, and whether groups such as the National Rifle Association were involved.
 It, along with Everytown for Gun Safety and Giffords Law Center to Prevent Gun Violence, tried unsuccessfully Friday to get a federal court in Texas to block what it called a “troubling” and “dangerous” settlement.
 Secretary of State Mike Pompeo was pressed about the issue Wednesday during his appearance before the Senate Foreign Relations Committee.
 “Why on earth would the Trump administration make it easier for terrorists and gunmen to produce undetectable plastic guns?” asked Sen. Robert Menendez (D-N.J.).
 Mr. Pompeo promised to “take a look at it.”
 That’s not enough.
 Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises.
 Releasing instructions for their manufacture, which now only circulate on the dark Web, will lead directly to the loss of more innocent lives.
 The administration should stop the State Department from going ahead with this foolhardy move, and Congress should act to plug the loopholes that these guns are designed to take advantage of.
 
","['Doubt\t1743\t1826\n', 'Name_Calling,Labeling\t2451\t2491\n', 'Loaded_Language\t17\t41\n', 'Name_Calling,Labeling\t722\t733\n', 'Loaded_Language\t334\t343\n', 'Loaded_Language\t2632\t2645\n', 'Doubt\t813\t1045\n', 'Loaded_Language\t1722\t1741\n', 'Loaded_Language\t2168\t2192\n', 'Loaded_Language\t3229\t3251\n', 'Name_Calling,Labeling\t343\t417\n', 'Appeal_to_fear-prejudice\t2856\t3300\n', 'Loaded_Language\t3184\t3203\n', 'Reductio_ad_hitlerum\t2856\t2965\n', 'Doubt\t2632\t2753\n', 'Name_Calling,Labeling\t1373\t1476\n']"
"⚡️ На окраинах Мелитополя есть российские войска, но остальную часть контролируют украинские военные, заявил Алексей Арестович на брифинге.",[]
"Мир – он в обе стороны мир, а не только в ту, где вы рынок потеряли Комик Стас Старовойтов выступил против своих коллег, устраивающих шоу плакальщиков с лозунгами «Нетвойне». Артист опубликовал в своем Instagram сториз, где подробно объяснил, как не надо и за что на самом деле должно быть стыдно. А вот за что мне стыдно: За сожженных 2.05.2014 За символы дивизии «ДАС Райх» на флагах батальона «Азов» За 8 лет смерти русских рядом с Ростовской областью За ваше артистическое мямление на границе е****** СБУшникам, объясняя чей Крым За то, что вы, е**** артисты, платите по 3000 евро за исключение вас из списка «Миротворец» А актеру Дмитрию Певцову (видео) пришлось прибегнуть к сравнению, чтобы как маленьким детям объяснить, что и почему происходит","['Name_Calling,Labeling\t505\t514\n', 'Loaded_Language\t134\t150\n', 'Causal_Oversimplification\t525\t533\n', 'Loaded_Language\t463\t496\n', 'Whataboutism\t304\t321\n', 'Loaded_Language\t698\t727\n', 'Reductio_ad_hitlerum\t349\t375\n', 'Slogans\t243\t296\n', 'Appeal_to_fear-prejudice\t326\t345\n', 'Appeal_to_fear-prejudice\t406\t426\n']"
Оставленный Т-64 на улицах Харькова.,[]
"⚡️ В Херсоне слышны взрывы, летает авиация.",['Loaded_Language\t0\t2\n']
❗️ Внимание! Киев! Снова раздается воздушная тревога.,[]
"Граждане Азербайджана вне себя от злости. Они выяснили, что Арцах (Карабах) никогда не был и не будет азербайджанским. Исходя из этических соображений воздержусь от перевода, но Алиев заслужил эти слова! Телеграмм-канал: @andranik_official","['Exaggeration,Minimisation\t0\t40\n', 'Loaded_Language\t178\t202\n', 'Exaggeration,Minimisation\t76\t117\n']"
Исходя из логики первых двух дней. День Z+2 стартует с новой волны ударов Калибрами и другими ракетами в 4-5 часов утра.,"['Appeal_to_fear-prejudice\t55\t119\n', 'Exaggeration,Minimisation\t35\t43\n']"
"ЕС заморозит активы Центробанка РФ и российских бизнесменов. ЕС готов продолжить изоляцию России от международной финансовой системы, — заявляет глава Еврокомиссии Урсула фон дер Ляйен.",[]
Крупная колонна ВС РФ в Запорожской области.,[]
