Content,manipulations
"⚡️ ?? ?? Воздушная тревога в Одессе ⚡️ Сообщают, что ВКС РФ наносят удары по аэропорту Тернополя","Loaded_Language	0	8
"
Мэр Горловки Иван Приходько сообщает о попаданиях по городу. https://t.me/Prikhodko1970/2940,
"Thousands of Troops and Razor Wire: US Border Reinforced Against Migrant ‘Invasion’ (Videos)

President Trump has initiated the military to protect our border from the invading migrants.
2.3k SHARES Facebook Twitter
Sharp barbed wire fences are being erected along the US-Mexico border as thousands of US troops, supported by drones and choppers, prepare to repel what the country’s commander-in-chief called a looming migrant “invasion” approaches the United States border.
Anyone who doubts this is an invasion only need look at the size of the caravan and those that make up the majority of those marching towards our border.
They are predominantly young men, there are few woman and children that make up the mass of the thousands that will overtake the border.
Where are the women and children?
There are thousands of predominantly young men marching towards the border.
The first coils of the razor-sharp fence were unwound in the vicinity of McAllen–Hidalgo–Reynosa International Bridge crossing in Texas on Friday, after the first units of soldiers were deployed at the border started reinforcing the frontier against any potential breaches.
take our poll - story continues below
Should Jim Acosta have gotten his press pass back?
Should Jim Acosta have gotten his press pass back?
Should Jim Acosta have gotten his press pass back?
* Yes, he should have gotten it back.
No, you can't act like a child and keep your pass.
Maybe?
I'm not sure if he should have.
Email *
Email This field is for validation purposes and should be left unchanged.
Completing this poll grants you access to Truth Uncensored updates free of charge.
You may opt out at anytime.
You also agree to this site's Privacy Policy and Terms of Use.
The same fortification effort will soon start across other parts of the state as well as in Arizona, and California.
“We have enough concertina wire to cover up to 22 miles already deployed, already to the border.
We have additional concertina wire that we can string with over 150 miles available,” the head of the Northern Command, Terrence O’Shaughnessy told reporters earlier this week, RT reports.
Troops setting up barb wire under the Hidalgo Reynosa bridge #RGV -Miltares colocan cerca alámbrica en la frontera #Texas #Telemundo40 vid @AntonioNewsT40 pic.twitter.com/8cr3XfH2T6 — Iris Rodriguez (@IrisNews) November 2, 2018
Active duty U.S. ARMY Troops at the McAllen Hidalgo Intl Bridge putting up concertina wire.
@kgbt pic.twitter.com/AnZFtAl3l3 — Jolanie Martinez (@JolanieKGBT) November 2, 2018
C-wire stretches along the Rio Grande at the Texas-Mexico border, the morning after being installed by US troops – and just days ahead of US midterm elections.
#Immigration #CaravanaMigrantes #Border #undocumented #ARMY pic.twitter.com/eNsrqJz9Lu — John Moore (@jbmoorephoto) November 3, 2018
President Trump ordered over 5,200 soldiers to be deployed at the southern border by the end of the week to aid some 2,000 National Guardsmen already in place.
By Saturday, more than 3,500 troops had been deployed, including about 1,000 Marines in California, the Pentagon said.
Trump, however, said that the number might be increased to 15,000 active US personnel if the initial contingent is not enough.
Someone sent my dad this video at the Hidalgo border crossing.
Looks like they’re already starting to deploy troops at the border.
pic.twitter.com/GSP9JiHpqf — bananas in pajamas (@EverydayDaniel) November 2, 2018
Happening Now: US troops performing maintenance work on security infrastructure at the Hidalgo – Reynosa International Bridge.
pic.twitter.com/R88Y9X7lPF — Jose F Sanchez (@JoseBorderTeam) November 2, 2018
Currently, two groups of migrants, according to various estimates numbering up to 6,500 people, mainly families, are heading towards the US through Mexico.
Meanwhile, a third caravan of migrants, this time from El Salvador, has reportedly already crossed into Mexico.
At the same time, according to military planning documents, the majority of the crowd might dissolve along their long journey to the US.
While the US still has very little intel about the composition of the migrant caravans, one way or the other the White House plans to outmatch the number of potential illegals and, if not, suppress them with brutal force.
Currently, Washington has allocated roughly the same number of troops it has committed to fighting Islamic State in Syria (2,000) and Iraq (5,000).
And if 15,000 troops are deployed to the border, they will outmatch the number of US forces currently fighting in Afghanistan (14,000 troops).
U.S. Army troops, part of “Operation Faithful Patriot” arrived to the U.S. border with Mexico, deployed by President Trump ahead of midterms.
Soldiers spread out barbed wire along the Rio Grande in south Texas.
#immigration #border #caravanamigrante #undocumented #army pic.twitter.com/PVD6YIbCvk — John Moore (@jbmoorephoto) November 2, 2018
In addition to sheer numbers, the US forces will have drones, helicopters with night-vision capabilities, and fixed-wing aircraft at their disposal to ensure the success of the military operation.
President Trump seems to be pleased with the deployment so far, noting the “beautiful”sight of barbed wire decorating the tranquil scenery of the Rio Grande’s crossing along the US-Mexico border.
“We have our military on the border,” Trump said in Montana, while campaigning for the Republicans in the state ahead of next week’s midterm election.
“And I noticed all that beautiful barbed wire going up today, the barbed wire used properly can be a beautiful sight.”

","Loaded_Language	168	177
Appeal_to_fear-prejudice	475	627
Flag-Waving	94	185
Loaded_Language	899	911
Loaded_Language	5185	5194
Loaded_Language	4245	4276
Loaded_Language	4927	4933
Loaded_Language	740	764
Loaded_Language	5557	5572
"
"?? Словакия дарит Украине: - 12000 артиллерийских боеприпасов (120мм) - 10 миллионов литров топлива - 2,4 млн литров авиационного топлива - 2 системы разминирования Божена и другие материалы.",
"❗️ ""Минский процесс перечеркнут украинской стороной"", — глава МИД ЛНР В.Н. Дейнего в интервью журналу ""Международная жизнь"" о причинах сложившейся ситуации на Донбассе и бесперспективности переговорного процесса. « Давайте вспомним сентябрь 2014 года. С этого момента прошло семь с половиной лет. Семь лет с момента подписания Комплекса мер, который был поддержан резолюцией Совета безопасности. И даже имея такой статус, официальный международный статус этих обязательств – Украина отказывается их выполнять. Отказывается при полном попустительстве тех стран, которые, собственно, выступили гарантами добросовестного участия Украины. И то, что происходит сейчас – это результат бездействия этих стран, которые потакали украинской стороне, во всем ее нежелании выполнять подписанное ее официальным представителем обязательство . В этой ситуации говорить о каком-то продолжении диалога, наверное, не приходится », — подчеркнул министр.","Exaggeration,Minimisation	523	549
Loaded_Language	4	31
Causal_Oversimplification	475	509
Causal_Oversimplification	711	739
Appeal_to_Authority	56	74
Red_Herring	215	251
Exaggeration,Minimisation	147	167
Causal_Oversimplification	665	701
Appeal_to_Authority	915	933
Repetition	297	315
Repetition	510	522
"
❗️ Населенный пункт Трехизбенка полностью перешел под контроль Луганской Народной Республики – НМ ЛНР Как это было – ЗДЕСЬ,"Exaggeration,Minimisation	95	101
Exaggeration,Minimisation	63	92
"
❗️ ❗️ ❗️ Армия заходит в Мариуполь,
"Министр финансов ФРГ заявил, что «мы открыты в вопросе отключения России от SWIFT»","Obfuscation,Intentional_Vagueness,Confusion	34	81
"
"Эрдоган в беседе с Зеленским заявил, что Турция прилагает усилия для скорейшего прекращения огня",
"Неизвестный сообщил о минировании аэропортов Шереметьево и Внуково, двух самолетов, ж/д вокзалов и ТЦ в Москве, сообщил источник.","Appeal_to_Authority	112	128
Appeal_to_fear-prejudice	22	110
Appeal_to_Authority	0	19
"
⚡️ Канцлер Германии Олаф Шольц разрешил странам-партнёрам поставлять оружие немецкого производства в Украину.,
"Готовящийся второй пакет санкций Евросоюза включает в себя ограничения в отношении нефтяного рынка России, объявила глава Еврокомиссии Урсула фон дер Ляйен. ЕС также введет запрет на продажу самолетов и техники российским авиакомпаниям. По словам главы ЕК, новые меры могут затронуть до 70% банковского сектора России. Евросоюз намерен ограничить стране доступ к технологиям, в том числе к полупроводникам, и ввести визовые ограничения. Они коснутся дипломатов, «связанных с ними групп» и бизнесменов.",
"The Left’s Show Trial for Kavanaugh

Two more women accusing Judge Brett Kavanaugh of dubious improprieties materialized out of thin air late Sunday, throwing Senate Republicans’ hope of finally confirming the Supreme Court nominee this week even more into doubt.
The new allegations came yesterday amid reports that Senate Judiciary Committee chairman Chuck Grassley (R-Iowa) tentatively scheduled a hearing for this Thursday to take testimony from Christine Blasey Ford, 51, who claims Kavanaugh, 53, sexually assaulted her decades ago when he was a high school student.
Suspiciously, Ford can’t –or won’t— say when or where the alleged incident happened and can provide few details.
As Paul Sperry writes at the New York Post, working with Sen. Dianne Feinstein (D-Calif.) and backed financially by George Soros’s money, Ford’s lawyers spent the last few days gaming the system.
After stalling Grassley and getting repeated extensions, the attorneys got the chairman to cave on various demands, such as that Kavanaugh not be in the room when Ford gives evidence.
Republicans never seem to learn from their mistakes.
As usual, Republicans’ seeming reasonableness is rewarded with more abuse by the Left.
Give left-wingers an inch and they’ll take a mile.
Democrats, it turns out, used the extra time created through their delaying tactics to produce two new women with questionable claims against Kavanaugh.
More accusers could be on their way.
President Trump continues to support Kavanaugh, who maintains his innocence.
“This alleged event from 35 years ago did not happen,” the nominee said Sunday of Ford’s accusations.
“The people who knew me then know that this did not happen, and have said so.
This is a smear, plain and simple.
I look forward to testifying on Thursday about the truth, and defending my good name — and the reputation for character and integrity I have spent a lifetime building — against these last-minute allegations.”
If Kavanaugh isn’t on the bench on October 1, the Supreme Court will be shorthanded as it begins hearing cases in its new term.
The high court normally has a complement of nine justices but with Associate Justice Anthony Kennedy’s retirement July 31, which cleared the way for Kavanaugh’s nomination, there have only been only eight justices in place.
Roughly speaking there is a 4-to-4 liberal to conservative ideological split on the court.
Democrats would prefer to drag the confirmation process into the next Congress where they stand a good chance of taking control from Republicans.
Election Day is November 6.
The GOP currently controls the Senate, which has the final say on judicial nominations, by an uncomfortably close margin of 51 to 49.
Meanwhile, the New Yorker magazine reported Sunday that Deborah Ramirez, 53, suddenly claims to have been assaulted by Kavanaugh at a drunken party decades ago at Yale College.
Ramirez claims Kavanaugh exposed himself to her and brushed his genitals against her.
Also on Sunday, media-savvy sleazeball lawyer Michael Avenatti, who represents porn star Stormy Daniels, tweeted that he represents another woman who plans to accuse Kavanaugh of something.
“I represent a woman with credible information regarding Judge Kavanaugh and Mark Judge.
We will be demanding the opportunity to present testimony to the committee and will likewise be demanding that Judge and others be subpoenaed to testify,” Avenatti wrote on Twitter.
“My client is not Deborah Ramirez.”
Washington insiders still believe Kavanaugh will be confirmed, or at least they did before the two new accusers popped up.
For example, at a Friday afternoon preview of upcoming cases in the Supreme Court’s approaching October term that was hosted by the Federalist Society, panelist Thomas C. Goldstein of the law firm of Goldstein & Russell predicted that the high court would have nine members again soon.
“There is exactly a zero percent chance that [Senate Majority Leader] Mitch McConnell and Chuck Grassley will allow this thing to get past the lame-duck” congressional session after Election Day, said the co-founder of SCOTUSblog who has appeared before the Supreme Court many times.
“I think we ought to recognize that.
The prospect that the Democrats will take the Senate, albeit thin, is realistic, and so they will do whatever is necessary in order to make sure that there is a ninth member of the court there by the time a Democratic majority could take over in the Senate in January.”
We’ll see soon enough if Goldstein’s prediction comes true.

","Exaggeration,Minimisation	3878	3908
Name_Calling,Labeling	1211	1224
Loaded_Language	1714	1719
Name_Calling,Labeling	4	22
Loaded_Language	863	880
Loaded_Language	108	137
Doubt	573	684
Name_Calling,Labeling	2978	3008
Loaded_Language	4007	4020
Exaggeration,Minimisation	1206	1255
"
"Paul Manafort Secretly Met With Julian Assange Shortly Before Joining Trump's Presidential Campaign: Report

A British newspaper alleges that Paul Manafort secretly met WikiLeaks founder Julian Assange at the Ecuadorean Embassy in London within days or weeks of being brought aboard Donald Trump’s presidential campaign.
Lawyers for Assange and Manafort denounced the report as false.

If confirmed, the report Tuesday would suggest a direct connection between the Trump campaign and WikiLeaks, which released tens of thousands of emails stolen by Russian spies during the 2016 election.
The campaign seized on the emails to undermine Trump’s rival, Hillary Clinton.

The Guardian, which did not identify the sources for its reporting, said that Manafort met with Assange “around March 2016” — the same month that Russian hackers began their all-out effort to steal emails from the Clinton campaign.


In a statement, Manafort called the story “totally false and deliberately libelous” and said he was considering his legal options against the Guardian.
“I have never met Julian Assange or anyone connected to him,” Manafort said.
“I have never been contacted by anyone connected to WikiLeaks, either directly or indirectly.
I have never reached out to Assange or WikiLeaks on any matter.”

Assange’s Ecuadorean lawyer, Carlos Poveda, said the Guardian report was false.

And WikiLeaks said on Twitter that it was “willing to bet the Guardian a million dollars and its editor’s head that Manafort never met Assange.” It later tweeted that Assange had instructed his lawyers to sue the Guardian for libel.

The Guardian cited two unidentified sources as saying Manafort first met Assange at the embassy in 2013, a year after Assange took refuge there to avoid being extradited to Sweden over sex crime allegations.
The Guardian said Manafort returned there in 2015 and 2016 and said its sources had “tentatively dated” the final visit to March.
The newspaper added that Manafort’s visit was not entered into the embassy’s log book and cited a source as saying Manafort left after 40 minutes.

There was no detail on what might have been discussed.

The Trump campaign announced Manafort’s hire on March 29, 2016, and he served as the convention manager tasked with lining up delegates for the Republican National Convention.
He was promoted to campaign chairman in May 2016.

An AP investigation into Russian hacking shows that government-aligned cyberspies began an aggressive effort to penetrate the Clinton campaign’s email accounts on March 10, 2016.




","Repetition	1225	1238
Name_Calling,Labeling	945	984
Exaggeration,Minimisation	1415	1514
Name_Calling,Labeling	2427	2457
"
"Боррель заявил, что предложит странам ЕС 27 февраля направить помощь вооруженным силам Украины.",
"Выводы, которые сделали наши военные из первого дня украинской операции: 1. Хохлам верить нельзя. 2. Все надо делать тихо и без шума. В результате сегодня торжественные покатушки под видео сменились косторезом в тишине и практически в информационном вакууме. Что происходит стало возможно узнать только от хохлов, просеивая их дезу. Потому что наши начали резать тихо и без извинений.","Appeal_to_fear-prejudice	356	383
Exaggeration,Minimisation	52	71
Name_Calling,Labeling	306	312
Loaded_Language	155	209
Name_Calling,Labeling	76	82
"
"3-D-printed guns put carnage a click away

PEOPLE WHO are barred from purchasing firearms or want to own a gun that is illegal in the jurisdiction where they live may soon have an easy way to get around the law.
All they would need to do is download a computer file and use a 3-D printer to stamp out a gun.
No background check would weed out felons, those with mental illness, domestic abusers or possible terrorists.
No serial number would allow police to trace a weapon used in a crime.
And there would be no problem getting past metal detectors with a gun molded from high-quality plastic.
Plans by a Texas organization to publish, starting Aug. 1, downloadable blueprints for 3-D-printed plastic firearms — so-called ghost guns — have rightly alarmed leading gun safety groups and law enforcement officials.
Credit for this dangerous scenario — in which getting an AR-15-style rifle is just a matter of a few computer clicks — goes to the Trump administration for its inexplicable decision to settle a lawsuit it was on the verge of winning.
The case involves Cody Wilson, founder of Defense Distributed, who sued the government in 2015 after the State Department under the Obama administration made him take down do-it-yourself gunmaking blueprints he had posted online, saying they violated export regulations governing military hardware and technology.
Mr. Wilson, an avowed anarchist who hopes for a world in which governments can’t stop individuals from getting guns, claimed his First Amendment right to free speech was being violated.
But he lost at every stage of litigation, including a refusal by the Supreme Court to review a decision that the code could not be published during the course of the lawsuit.
So it was stunning — but not surprising, given this administration’s worship at the altar of gun rights — that the State Department elected last month to quietly settle the case.
In addition to signing off on the public release of the 3-D printing tutorials, the State Department also agreed to pay nearly $40,000 of Mr. Wilson’s legal fees.
The Brady Center to Prevent Gun Violence has filed a Freedom of Information Act request to find out how this senseless decision was reached, and whether groups such as the National Rifle Association were involved.
It, along with Everytown for Gun Safety and Giffords Law Center to Prevent Gun Violence, tried unsuccessfully Friday to get a federal court in Texas to block what it called a “troubling” and “dangerous” settlement.
Secretary of State Mike Pompeo was pressed about the issue Wednesday during his appearance before the Senate Foreign Relations Committee.
“Why on earth would the Trump administration make it easier for terrorists and gunmen to produce undetectable plastic guns?” asked Sen. Robert Menendez (D-N.J.).
Mr. Pompeo promised to “take a look at it.”
That’s not enough.
Ghost guns are already a problem; they are used not just by lone shooters but as part of criminal enterprises.
Releasing instructions for their manufacture, which now only circulate on the dark Web, will lead directly to the loss of more innocent lives.
The administration should stop the State Department from going ahead with this foolhardy move, and Congress should act to plug the loopholes that these guns are designed to take advantage of.

","Loaded_Language	2632	2645
Loaded_Language	334	343
Doubt	813	1045
Loaded_Language	2168	2192
Loaded_Language	1722	1741
Doubt	2632	2753
Loaded_Language	17	41
Name_Calling,Labeling	722	733
Doubt	1743	1826
Name_Calling,Labeling	2451	2491
Loaded_Language	3229	3251
Name_Calling,Labeling	343	417
Appeal_to_fear-prejudice	2856	3300
Reductio_ad_hitlerum	2856	2965
Loaded_Language	3184	3203
Name_Calling,Labeling	1373	1476
"
"Ну, и славно. Кемер, Белек, шишкебаб https://t.me/uranews/43296",
"Сегодня в Харькове в городской застройке украинцы размещают артиллерию. К сожалению происходит худший вариант развития событий, о котором я писал. Украинцы хотят прикрыться мирными харьковчанами и превратить Харьков в поле боя. Сейчас появляется всё больше видео с городов, занятых российскими войсками. В Мелитополе Запорожской области уже российская администрация, а террора нет. Разрушений нет. Войны больше нет. Харьковчане, помогите спасти ваш город, не позволить украинским радикалам размещать военную технику возле своих домов. Информируйте нас о передвижениях радикалов в вашем городе @vestovoibot","Appeal_to_fear-prejudice	95	109
Causal_Oversimplification	156	180
Loaded_Language	197	226
Name_Calling,Labeling	568	577
Slogans	429	454
Name_Calling,Labeling	469	489
Repetition	393	396
Appeal_to_fear-prejudice	197	226
Exaggeration,Minimisation	398	414
Appeal_to_fear-prejudice	156	180
"
Над колонной Вооруженных сил России в районе Херсона пролетает украинский Су-25.,
ПАВЛОПОЛЬ ОДИН ИЗ ОСВОБОЖДЕННЫХ НАСЕЛЕННЫХ ПУКТОВ,
Фейк: Устройства Apple могут быть заблокированы при автообновлении из-за возможных санкций. Владельцам гаджетов рекомендуют отключить автоматическое обновление операционных систем. Такие сообщения активно репостят в мессенджерах. Правда: Компания Apple не делала официальных заявлений относительно блокировки или ограничений в работе своих устройств на территории России. Подобные сообщения выгодны мошенникам: отключение автообновлений позволяет злоумышленникам выявить уязвимости и получить незаконный доступ к личным данным пользователей.,
"Trump Threatens To Send Military To Block Honduran Migrant Caravan

This is the second time a caravan of migrants have gotten together and seem intent on pushing towards and across the US/Mexico border.
As a result of the news, President Donald Trump has threatened to send the military to the border to block them.
Reuters reports on the caravan.
More Honduran migrants tried to join a caravan of several thousand trekking through Guatemala on Wednesday, defying calls by authorities not to make the journey after U.S. President Donald Trump threatened to cut off regional aid in reprisal.
The caravan has been growing steadily since it left the violent Honduran city of San Pedro Sula on Saturday.
The migrants hope to reach Mexico and then cross its northern border with the United States, to seek refuge from endemic violence and poverty in Central America.
Several thousand people are now part of the caravan, according to a Reuters witness traveling with the group in Guatemala, where men women and children on foot and riding in trucks filled a road on their long journey to Mexico.
In a series of tweets on Thursday, President Trump said the right things.
I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country by Guatemala, Honduras and El Salvador, whose leaders are doing little to stop this large flow of people, INCLUDING MANY CRIMINALS, from entering Mexico to U.S..... take our poll - story continues below Will the Democrats try to impeach President Trump now that they control the House?
Will the Democrats try to impeach President Trump now that they control the House?
Will the Democrats try to impeach President Trump now that they control the House?
* Yes, they will try.
No, they won't try.
If they do, they'll regret it in 2020.
Email *
Comments This field is for validation purposes and should be left unchanged.
Completing this poll grants you access to Freedom Outpost updates free of charge.
You may opt out at anytime.
You also agree to this site's Privacy Policy and Terms of Use.
— Donald J. Trump (@realDonaldTrump) October 18, 2018
....In addition to stopping all payments to these countries, which seem to have almost no control over their population, I must, in the strongest of terms, ask Mexico to stop this onslaught - and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!..
— Donald J. Trump (@realDonaldTrump) October 18, 2018
....The assault on our country at our Southern Border, including the Criminal elements and DRUGS pouring in, is far more important to me, as President, than Trade or the USMCA.
Hopefully Mexico will stop this onslaught at their Northern Border.
All Democrats fault for weak laws!
— Donald J. Trump (@realDonaldTrump) October 18, 2018
“I must, in the strongest of terms, ask Mexico to stop this onslaught – and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!” Trump wrote on Twitter.
“Hopefully Mexico will stop this onslaught at their Northern Border,” he added.
“All Democrats fault for weak laws!”
Not only did Trump threaten to send the military to the border, but he also threatened to stop all federal payments to Guatemala, Honduras, and El Salvador if they didn't block the caravan.
The obvious question I have is: Why are you not stopping those payments now, Mr. President?
They are unconstitutional and neither Congress nor you have the authority to give American's money to these countries.
Trump also seemed ready to back out on his new trade deal, which is hardly a deal for the US, with Mexico if they failed to stop the caravan.
He then pointed out that many who cross the border are criminals and are coming to engage in criminal activity.
In fact, every single migrant who crosses over into our country will more than likely commit at least 28 crimes in order to present themselves as legal.
“The assault on our country at our Southern Border, including the Criminal elements and DRUGS pouring in, is far more important to me, as President, than Trade or the USMCA,” he wrote.
The USMCA is a disaster and should be done away with without this threat of a caravan of migrants.
We'll see if these countries stop the migrants or if it continues to the border.
If they make it here and Trump does nothing but arrest them and put them through the system rather than simply turning them away, then you know the words are empty and hollow.
Time will tell what will take place.

","Flag-Waving	3459	3469
Loaded_Language	647	654
Loaded_Language	813	829
Loaded_Language	2305	2314
Flag-Waving	1268	1279
Name_Calling,Labeling	3386	3402
Appeal_to_fear-prejudice	3711	3748
Loaded_Language	4103	4111
Black-and-White_Fallacy	2321	2402
Exaggeration,Minimisation	2257	2270
Appeal_to_fear-prejudice	1386	1410
Loaded_Language	2468	2475
"
Facebook запрещает российским госСМИ рекламу и монетизацию на своей платформе. @rt_russian,
"Советник МВД Геращенко опубликовал видео с захваченными в плен российскими военными. На видео они утверждают, что ночью их подняли по тревоге якобы для учений, и они не знали, что едут на войну с Украиной.","Doubt	142	147
"
"Флагман украинского флота пошёл ко дну ВМСУ затопили свой флагманский корабль - фрегат ""Гетман Сагайдачный"". Он был заложен в 1990 году как советский СКР ""Киров"" проекта 1135 для морских частей погранслужбы КГБ СССР. В 1992-м передан Украине. Снимите шляпы, господа присяжные заседатели! Укропианцы просрали последнее военно-морское наследие СССР, затопив флагман ВМСУ ""Гетьман Сагайдачный"". Помянем... А ведь он был заложен еще в далеком 1990 году, как советский СКР ""Киров"" проекта 1135 для морских частей Погранслужбы КГБ СССР. В 1992-м на свою беду был передан Украине. А мог бы жить и жить хотя бы на пенсии.","Exaggeration,Minimisation	576	594
Loaded_Language	540	552
Exaggeration,Minimisation	595	612
Repetition	410	529
Repetition	557	572
Loaded_Language	299	307
Repetition	531	539
Slogans	243	287
Slogans	392	399
Flag-Waving	318	346
Name_Calling,Labeling	288	298
"
Мосбиржа проводит дискретный аукцион по акциям и депозитарным распискам из-за резкого роста.,
Украинцы обстреливают свой МиГ-29 из ПЗРК.,
"Граждане Азербайджана вне себя от злости. Они выяснили, что Арцах (Карабах) никогда не был и не будет азербайджанским. Исходя из этических соображений воздержусь от перевода, но Алиев заслужил эти слова! Телеграмм-канал: @andranik_official","Exaggeration,Minimisation	76	117
Exaggeration,Minimisation	0	40
Loaded_Language	178	202
"
"Ребята важная инфа , как надо вести себя при ЧП",
"❗️ В Минобороны РФ заявили, что националисты на Украине применяют «бандер-мобили» с крупнокалиберным стрелковым оружием или минометами, как у террористов в Сирии Также ведомство призывает украинцев потребовать от властей немедленного выведения тяжелых вооружений из жилых кварталов.","Reductio_ad_hitlerum	136	161
Name_Calling,Labeling	32	44
Appeal_to_Authority	5	26
Loaded_Language	66	81
"
Северодонецк. Артиллерия ВСУ (Д-30) в школьном дворе.,
"Путин никогда не проигрывал - Newsweek ""Владимир Путин никогда не проигрывал. ""Во время прошлых конфликтов в Чечне, Грузии, Сирии и Крыму за два десятилетия своего пребывания у власти Путин преуспел, поставив перед своими вооруженными силами четкие, достижимые военные цели, которые позволили бы ему убедительно заявить о победе в глазах российского народа ... Его последняя инициатива в Украине вряд ли чем-то отличается ""","Flag-Waving	0	27
Exaggeration,Minimisation	375	395
Appeal_to_Authority	30	38
Flag-Waving	329	356
Causal_Oversimplification	361	421
"
"❗️ Сообщается о ракетном ударе в Василькове ❗️ ❗️ По данным СМИ, горит нефтебаза. Подписаться / Прислать новость","Appeal_to_fear-prejudice	0	46
Appeal_to_Authority	50	63
"
"?? ?? ? Появились цели захватить Москву, Чечню и Крым?. Обращение Адама Осмаева, командира чеченского батальона им Джохара Дудаева касательно батальона чеченских военнослужащих в составе российских войск.","Appeal_to_Authority	56	130
"
"❗️ В Кремле отреагировали на перенос финала Лиги чемпионов 2022 года из Петербурга в Париж «Жаль, что было принято такое решение. Вы знаете, что Санкт-Петербург мог бы обеспечить максимально хорошие и комфортные условия для проведения праздника футбола, но раз принято, так принято. Я выражаю сожаление», — прокомментировал решение УЕФА пресс-секретарь президента России Дмитрий Песков. @rttv_sport","Exaggeration,Minimisation	179	219
Appeal_to_Authority	307	385
"
❗️ ❗️ Видео момента попадания ракетного удара в многоэтажное здание на Лобановского.,
ТАСС: Саакашвили просит власти Грузии отправить его на лечение в Киев Что он имеет в виду?,"Obfuscation,Intentional_Vagueness,Confusion	6	69
Doubt	70	89
"
