Content,manipulations
У RT новый мерч. Поддержим наших ребят на Украине. Рассылать друзьям Z начнём уже завтра. Все вырученные средства от продаж пойдут на помощь беженцам Донбасса и героям проекта RT «Дети войны» @deti_vojny . https://shop-rt.com/element/tshirt_z/  https://shop-rt.com/element/tshirt_zn/  @rt_russian,"['Flag-Waving\t17\t49\n', 'Slogans\t17\t49\n']"
"❗️ Владимир Зеленский заявил, что президент Азербайджана Ильхам Алиев пообещал помощь Украине нефтепродуктами .",[]
"? ? ? СМИ сообщают, что президент Зеленский лично руководит обороной Киева. Уточняется, что он находится в столице и не планирует её покидать .",[]
"Граждане Азербайджана вне себя от злости. Они выяснили, что Арцах (Карабах) никогда не был и не будет азербайджанским. Исходя из этических соображений воздержусь от перевода, но Алиев заслужил эти слова! Телеграмм-канал: @andranik_official","['Exaggeration,Minimisation\t0\t40\n', 'Exaggeration,Minimisation\t76\t117\n', 'Loaded_Language\t178\t202\n']"
"Фейк : В России перестанут работать банковские карточки Visa и Mastercard. Правда : Мы уже об этом писали , но лишний раз подчеркнем, что карты всех банков и платежных систем россиян работали и будут работать нормально : «Россиянам не стоит опасаться блокировки работы карт Visa и Mastercard и снимать с них наличность, Национальная система платёжных карт обеспечивает их процессинг в стране без проблем», рассказал РИА Новости директор инжинирингового центра SafeNet Национальной технологической инициативы.","['Loaded_Language\t0\t6\n', 'Loaded_Language\t75\t83\n', 'Appeal_to_Authority\t406\t507\n']"
В Виннице тоже начали мародёрить. Война всё спишет.,"['Thought-terminating_Cliches\t34\t50\n', 'Causal_Oversimplification\t34\t50\n']"
"Ребята важная инфа , как надо вести себя при ЧП",[]
"⚡️ YouTube отключил монетизацию каналов RT. Ограничения коснулись наших аккаунтов на всех языках, а также профиля документального телеканала RTД. Платформа сообщает (уже по традиции), что наш контент «не отвечает правилам монетизации». Ранее Facebook запретил российским государственным СМИ рекламу и монетизацию. @rt_russian",['Loaded_Language\t166\t181\n']
"А вот майки для своих поспели. Z - значит, победа. https://t.me/rt_russian/95245","['Flag-Waving\t31\t49\n', 'Slogans\t31\t49\n']"
"❗️ Времени осталось мало. Те из украинских силовиков, кто не сложил оружие, будут уничтожены. Глава ДНР Денис Пушилин","['Appeal_to_Authority\t94\t117\n', 'Appeal_to_fear-prejudice\t54\t92\n', 'Exaggeration,Minimisation\t3\t24\n']"
"Пишут, что это село Водяное Запорожская область. Стоят РСЗО Ураганы. Уже под контролем РФ.",['Appeal_to_Authority\t0\t10\n']
А потом грузинское правительство отказалось вводить санкции против России. Народ и власть едины! https://t.me/parstodayrussian/89649,"['Flag-Waving\t75\t96\n', 'Slogans\t75\t96\n']"
"⚡️ Около часа уже проходят телефонные переговоры президента Франции Эмманюэля Макрона и белорусского лидера Александра Лукашенко. С уверенностью можно сказать, что обсуждают события, происходящие в Украине и думают, как повлиять на то, чтобы стороны сели за стол переговоров.","['Exaggeration,Minimisation\t130\t158\n']"
❗️ ⚡️ Россия обеспечит демилитаризацию Украины - Лавров ? ? ?,"['Exaggeration,Minimisation\t23\t38\n', 'Appeal_to_Authority\t49\t55\n']"
Украинцы снимают российский флаг в Чаплинке Херсонской области.,[]
ПРАВИЛЬНЫЕ ТАНКИ - уступают дорогу на трассе!,['Loaded_Language\t0\t16\n']
"О ВОЙНЕ С УКРАИНОЙ 1. Причина всех войн - отношения частной собственности. Любая война - суть форма конкурентной борьбы одних частных собственников с другими, ведущаяся подконтрольными им государствами. Ликвидация причины войн возможна только через отстранение от власти класса паразитов-предпринимателей, установление диктатуры рабочего класса и построение коммунизма. Других вариантов - НЕТ. Не хочешь войн - борись за коммунизм. Садись за изучение марксизма, овладевай этой сложной наукой, борись с массовым невежеством, доноси до людей вышеуказанный тезис о необходимости уничтожения отношений частной собственности. Любая другая борьба с войнами - это буржуазное словоблудие, пустое морализаторство или же игра на стороне другого империализма, который считает свое право вести агрессивные войны исключительным. Нельзя выступать против войн, но не выступать за уничтожение капитализма и необходимость построения коммунизма. 2. Коммунистической партии сейчас нет. Никакого влияния на происходящие на Украине события коммунисты оказать не могут. Наше поддержка или не поддержка Путина властям до лампочки. Мы можем лишь обозначить, что уничтожение проамериканского, то есть профашистского, украинского режима, если действия Путина к этому приведут, на руку делу коммунизма. Хотя бы потому, что наши кадры смогут там легально работать, а чем слабее американский империализм, тем лучше. В конце концов, это наиболее реакционная сила в мире, мировой фашизм. Превращает ли это Путина в союзников коммунистов? Нет, не превращает. Он преследует цели российского крупного монополистического капитала, то есть силы, объективно враждебной делу коммунизма. Коммунисты могут лишь сказать, что сейчас, в данный момент победа Путина для нас выгоднее победы его противников. 3. Без разницы, кто утилизирует биологический мусор в виде нациков всех мастей. Да, есть нацики и русские. Но, в отличие от украинских, они не поощряются государством, из них не создаются легальные государственные вооруженные структуры. А если русские нацики вздумают заняться уличным террором, российская власть их тоже очень быстро утилизирует. Поэтому уничтожение всей этой мразоты на Украине руками российской армии коммунистам тоже на руку. Хороший нацист - мёртвый нацист. А пусть даже осторожное оправдание бандеровских головорезов - это уже нацизм. 4. Что делать в этой ситуации украинским наемным работникам? Прежде всего, не дать превратить себя в пушечное мясо. Нужно четко понимать, что буржуазное государство Украина никакой ценностью для украинского наемного работника не является, а является орудием его эксплуатации. Воевать украинским трудящимся решительно не за что. Поэтому главная задача - сберечь свои жизни. А про то, что можно было бы сделать, будь на Украине толковая компартия, хорошо написал тов. Бортник вот тут . Н. Быстров","['Black-and-White_Fallacy\t22\t73\n', 'Thought-terminating_Cliches\t75\t157\n', 'Causal_Oversimplification\t75\t157\n', 'Exaggeration,Minimisation\t227\t242\n', 'Name_Calling,Labeling\t271\t304\n', 'Loaded_Language\t319\t344\n', 'Black-and-White_Fallacy\t370\t392\n', 'Causal_Oversimplification\t394\t430\n', 'Slogans\t394\t430\n', 'Slogans\t493\t522\n', 'Slogans\t432\t460\n', 'Loaded_Language\t657\t679\n', 'Loaded_Language\t681\t703\n', 'Slogans\t524\t559\n', 'Exaggeration,Minimisation\t562\t619\n', 'Black-and-White_Fallacy\t621\t747\n', 'Exaggeration,Minimisation\t931\t965\n', 'Exaggeration,Minimisation\t967\t1046\n', 'Exaggeration,Minimisation\t1048\t1106\n', 'Exaggeration,Minimisation\t1108\t1121\n', 'Reductio_ad_hitlerum\t1176\t1190\n', 'Reductio_ad_hitlerum\t1441\t1455\n', 'Name_Calling,Labeling\t1150\t1210\n', 'Slogans\t1339\t1385\n', 'Exaggeration,Minimisation\t1407\t1439\n', 'Exaggeration,Minimisation\t1649\t1678\n', 'Black-and-White_Fallacy\t1527\t1594\n', 'Name_Calling,Labeling\t1795\t1814\n', 'Name_Calling,Labeling\t1822\t1841\n', 'Slogans\t2209\t2240\n', 'Name_Calling,Labeling\t1852\t1868\n', 'Repetition\t2007\t2021\n', 'Appeal_to_fear-prejudice\t2076\t2108\n', 'Loaded_Language\t2076\t2108\n', 'Name_Calling,Labeling\t2277\t2301\n', 'Name_Calling,Labeling\t2130\t2147\n', 'Causal_Oversimplification\t2250\t2318\n', 'Black-and-White_Fallacy\t2250\t2318\n', 'Loaded_Language\t2421\t2434\n', 'Loaded_Language\t2462\t2492\n', 'Exaggeration,Minimisation\t2493\t2510\n', 'Slogans\t2656\t2691\n', 'Exaggeration,Minimisation\t2626\t2646\n', 'Exaggeration,Minimisation\t2561\t2594\n']"
В Киеве какой-то хаос.,['Loaded_Language\t8\t21\n']
"В Киеве, в районе метро Берестейская, непрестанные взрывы на территории воинской части.",['Appeal_to_fear-prejudice\t38\t57\n']
?? В Волыни делают самодельные противотанковые ежи,[]
"От рук украинских бандеровских ублюдков за 8 лет войны в Донбассе погибло по меньшей мере 9000 мирных жителей, из которых 133 ребенка! 133! СТО ТРИДЦАТЬ ТРИ ❗️ На фотографии - Аллея ангелов в Донецке. Спецоперация наших вооруженных сил – это наш священный долг! #заДетей Донбасса","['Loaded_Language\t140\t156\n', 'Name_Calling,Labeling\t7\t39\n', 'Slogans\t201\t260\n', 'Exaggeration,Minimisation\t201\t213\n', 'Flag-Waving\t201\t260\n', 'Slogans\t262\t279\n']"
"❗️ В Кремле отреагировали на перенос финала Лиги чемпионов 2022 года из Петербурга в Париж «Жаль, что было принято такое решение. Вы знаете, что Санкт-Петербург мог бы обеспечить максимально хорошие и комфортные условия для проведения праздника футбола, но раз принято, так принято. Я выражаю сожаление», — прокомментировал решение УЕФА пресс-секретарь президента России Дмитрий Песков. @rttv_sport","['Appeal_to_Authority\t307\t385\n', 'Exaggeration,Minimisation\t179\t219\n']"
"?️‍? ✊ ? Директор MI6 Ричард Мур: «На фоне трагедии и разрушений на Украине мы должны помнить о ценностях и свободах, которые отличают нас от Путина, в первую очередь это права ЛГБТ. Так что давайте продолжим нашу серию твитов к «месячнику истории ЛГБТ». Были подозрения, что для Великобритании вопрос актуальности украинских событий, прямо скажем, не на первом месте, но чтобы до такой степени ?","['Loaded_Language\t369\t394\n', 'Exaggeration,Minimisation\t276\t367\n']"
"МИД КНР, заявил ""общую рамытую"" формулировку, что Китай выступает за уважение суверенитета всех стран, в том числе Украины.",['Loaded_Language\t16\t31\n']
"Российское небо для европейских и американских самолетов, полагаю, с сегодняшнего дня так же будет закрыто. Переживут это не все. https://t.me/infojet/20373","['Doubt\t58\t65\n', 'Exaggeration,Minimisation\t108\t128\n']"
"Возникает вопрос - почему мы до сих пор не примкнули ни к одному из тербатов? Хлопцы, мы адресно ехали в конкретную часть к побратиму. Наши ВУС весьма и весьма. У нас был, кстати, выбор из нескольких вариантов - но Харьков оказался предпочтительней. Но не пробиться, увы. Почему пока что не примыкаем ни к одному из тербатов, которые множатся как грибы? Есть два момента: а) Мы люди уже пожившие и дохуя умные, становиться под командование националистической молоди не желаем. А таких обмудков в руководстве тербатов - почти все. Наша задача нанести ущерб оккупантам, а не героически погибнуть с пением гимна под артой, после недельного сидения в ОГА. б) Сама идея формировать тербаты в зданиях ОГА, да ещё трындеть по всему интернету про это, глубоко порочна. Вы, шановні друзі, из огромных административных зданий делаете законную военную цель, координаты которой известны до миллиметра и в которой один ""Искандер"" обеспечит гарантированную могилу всем прекраснодушным патриотам. Так что, пробачте хлопцы, но мы на правый берег, искать боевую часть ВСУ под наши ВУС. Не хотим в котёл и на фильтрацию, хотим отходить до Карпат и там колобродить.","['Loaded_Language\t78\t84\n', 'Loaded_Language\t124\t133\n', 'Loaded_Language\t398\t409\n', 'Name_Calling,Labeling\t440\t465\n', 'Name_Calling,Labeling\t485\t493\n', 'Loaded_Language\t765\t778\n', 'Loaded_Language\t991\t1006\n', 'Repetition\t1000\t1006\n', 'Loaded_Language\t955\t980\n', 'Causal_Oversimplification\t816\t845\n', 'Appeal_to_fear-prejudice\t1078\t1101\n', 'Causal_Oversimplification\t665\t698\n', 'Loaded_Language\t700\t715\n', 'Loaded_Language\t570\t608\n', 'Loaded_Language\t744\t759\n', 'Exaggeration,Minimisation\t891\t954\n']"
"▪️ Публичная поддержка действий РФ на Украине может быть наказана в Чехии тюрьмой. Сообщает Генпрокуратура. ℹ️ Ранее Минобороны сообщило, что Чехия направит на Украину оружия на $8,7 млн.",[]
"ЕС заморозит активы Центробанка РФ и российских бизнесменов. ЕС готов продолжить изоляцию России от международной финансовой системы, — заявляет глава Еврокомиссии Урсула фон дер Ляйен.",[]
"??  ⚡️ Минобороны России: российские подразделения, не встречая сопротивления, вошли в Мелитополь Военные вступили в город вечером в пятницу после высадки морского десанта в районе Азовского (Украина). Мелитопольцы приветствовали их, а отдельные горожане старшего возраста выходили на улицы с красными флагами.","['Exaggeration,Minimisation\t202\t232\n', 'Exaggeration,Minimisation\t52\t77\n']"
"❗️ Украина осталась одна, Россию не убедили новые санкции, заявил Зеленский. Мир продолжает наблюдать за происходящим на Украине издалека, введенных санкций недостаточно, говорит он в новом обращении. Жилые кварталы Киева в ночь на 25 февраля подверглись бомбежке, происходящее напоминает 1941 год, заявил президент Украины Владимир Зеленский. Большую часть обращения президент он говорил на украинском языке, затем он обратился к гражданам России и перешел на русский. «Уважаемые граждане Российской Федерации! Сегодня ночью начали бомбить жилые кварталы города-героя Киев. Это все напоминает 1941 год. Всем гражданам [России], которые выходят на протест, хочу сказать: мы вас видим. Это значит, вы нас услышали. Это значит, вы нам начинаете верить. Боритесь за нас, боритесь против войны», — заявил Зеленский. Российское минобороны утверждает, что удары на Украине наносятся только по военной инфраструктуре.","['Exaggeration,Minimisation\t850\t909\n', 'Appeal_to_Authority\t812\t844\n']"
"В Донецке раздаются сильные взрывы Над ТРЦ «Донецк Сити» видны вспышки. Сообщается, что ВСУ ведут огонь по городу их РСЗО","['Appeal_to_Authority\t72\t82\n', 'Appeal_to_fear-prejudice\t88\t113\n']"
"⚡️ Минобороны России обладает данными, что украинские националисты планируют провокации в Краматорске и Славянске по типу ударов по Старобельску.","['Name_Calling,Labeling\t43\t66\n', 'Appeal_to_Authority\t3\t37\n', 'Appeal_to_fear-prejudice\t67\t144\n']"
"❗️ Россиянам не стоит опасаться блокировки работы банковских карт систем Visa и Masrecard и нет необходимости снимать с них наличность, ""Национальная система платёжных карт"" обеспечивает их процессинг внутри страны без проблем, рассказал РИА Новости директор регионального инжинирингового центра SafeNet Национальной технологической инициативы (НТИ) Денис Кувиков. Он объяснил, что ""дело в том, что в НСПК по закону была переведена обработка в процессинговых центрах операций по картам ""Мир"" и зарубежных платежных систем. Зарубежные санкции проведение операций таких внутри РФ не ограничивают"".","['Appeal_to_Authority\t228\t237\n', 'Appeal_to_Authority\t250\t303\n', 'Appeal_to_Authority\t350\t363\n']"
Ровно сильный удар.,[]
"⚡️ Лавров: Россия готова к переговорам по Украине в любой момент, как только украинские военные сложат оружие.","['Black-and-White_Fallacy\t50\t109\n', 'Exaggeration,Minimisation\t11\t38\n']"
"Телеканал ""Пятница"" принял решение о прекращении сотрудничества с украинским продакшеном программы о путешествиях ""Орел и решка"".",[]
"⚡️ ⚡️ ⚡️ Николаев, пошли жёсткие бои. ВСУ поставили в городе артиллерию.",['Loaded_Language\t25\t36\n']
?? ?? Российские военные к северу от Бердянска,[]
"‼️ ? 25 февраля 2022 года Украинские военно служащие из 36 и 53 бригад , добровольно сдавшие оружие встретились с главой ДНР .","['Exaggeration,Minimisation\t114\t124\n', 'Loaded_Language\t0\t2\n']"
"Стас Старовойтов , актёр, стендап-комик, Человек. Жмём руку. И да - фильм « Батя » с ним - это про нас с вами.","['Exaggeration,Minimisation\t41\t48\n', 'Loaded_Language\t50\t60\n', 'Bandwagon\t99\t110\n']"
"""Лукойл"" закрыл сделку по покупке 50% в проекте по разработке шельфа Мексики за $435 млн.",[]
"Для тех, кто не в курсе. Тут нет какой-то редакции. Канал веду я один + мне помогает модератор, который подчищает комментарии (он такого наплыва отродясь не видел), который когда я идут поспать пару часов, также докидывает новостей. Тут к сожалению или счастью не редакция, а частный канал частного лица.","['Flag-Waving\t0\t23\n', 'Exaggeration,Minimisation\t127\t162\n', 'Black-and-White_Fallacy\t237\t260\n', 'Exaggeration,Minimisation\t276\t303\n']"
"Соратник Тесака, Андрей «Дед», который сбежал на Украину в 2020 году, сегодня селфится в Киеве на фоне многоэтажки, которую утром подбила зенитка ВСУ. Неонацист говорит, что ему стыдно быть из-за этого русским и он готов помогать украинцам. Пока что помогает только фейками. «Дед» в розыске на территории РФ за создание экстремистских организаций «Формат-18» и «Реструкт». Соотечественники ближе, чем он думает.","['Loaded_Language\t39\t45\n', 'Name_Calling,Labeling\t151\t160\n', 'Loaded_Language\t250\t273\n', 'Loaded_Language\t174\t209\n', 'Loaded_Language\t373\t410\n', 'Reductio_ad_hitlerum\t0\t15\n', 'Appeal_to_fear-prejudice\t320\t346\n', 'Appeal_to_fear-prejudice\t95\t149\n']"
Поддерживаем опричников .,['Slogans\t0\t22\n']
К Энергодару подходит военная техника РФ (Запорожская область). Будьте осторожны.,[]
"Украинские СМИ публикуют видео и фото, на которых видны разрушения жилого дома в Киеве, куда предположительно попал снаряд",[]
?? Из Киева скидывают карты города с укрепрайонами и огневыми точками. #Украина @rybar,[]
Сербия не будет вводить санкции против России - Вучич,[]
Кто может определить тип ракеты?,[]
"Фейк: В России перестанут работать банковские карточки Visa и Mastercard. Правда: Мы уже об этом писали , но лишний раз подчеркнем, что карты всех банков и платежных систем россиян работали и будут работать нормально: «Россиянам не стоит опасаться блокировки работы карт Visa и Mastercard и снимать с них наличность, Национальная система платёжных карт обеспечивает их процессинг в стране без проблем», рассказал РИА Новости директор инжинирингового центра SafeNet Национальной технологической инициативы.",['Appeal_to_Authority\t425\t464\n']
Взрывы в Донецке,[]
Да это просто праздник какой-то. ?,[]
"Сегодня мы направляем все усилия, чтобы вернуть мир на нашу землю. Это трудно, но мы уверены в своих силах и идем только вперед. Каждое слово поддержки и каждое действие со стороны наших единомышленников поднимает боевой дух ребят на передовой и вселяет уверенность всем, кто трудится в тылу, также приближая нашу победу. Приветствуем решение Абхазии о признании Донецкой Народной Республики! Это позволит вывести наши отношения на новый уровень.","['Exaggeration,Minimisation\t363\t391\n']"
В Миргороде бомбят аэродром,[]
Затрофеенная стороной ВСУ техника ВДВ МО РФ бронеавтомобиль «Тайфун»,[]
Элита посыпалась. Дети губернаторов и топ-чиновников решили обеспечить себе будущее на объектах зарубежной недвижимости и пошли сдаваться.,"['Exaggeration,Minimisation\t0\t16\n']"
"Макрон в разговоре с Лукашенко призвал его добиться вывода российских войск из Белоруссии, сообщил Елисейский дворец. @rt_russian",[]
"? Бизнесмены из России и Украины потеряли сегодня больше $150 млрд на падении акций. Все больше людей бегут в крипторынок для сохранения своего капитала (и правильно делают) Сложно поверить, но команда из Block 13 предсказала начало войны и падения рынков 3 дня назад - ссылка на пост Они шортят Bitcoin с 45.000 и знают, что с ним будет дальше. Интересно? - @Block13",[]
⚡️ Польская авиакомпания LOT сообщает о приостановке полетов в Москву и Санкт-Петербург с 17:00 мск,[]
"Ну, и славно. Теперь бедем казнить педофилов https://t.me/bbbreaking/116580",[]
Местные и украинская полиция рядом с российскими танками в Харькове. Принципиально украино-говорящая жиночка решила подсесть на уши нашим бойцам.,"['Name_Calling,Labeling\t101\t108\n']"
"‼️ МОЩНЫЙ ВЗРЫВ: НАНЕСЁН УДАР ПО КРУПНЕЙИМ СКЛАДАМ БОЕПРИПАСОВ ВСУ В БАЛАКЛЕЕ Взрывы и пожар на арсенале после авиаудара ВКС РФ в Харьковской области, передают с места. t.me/RVvoenkor","['Exaggeration,Minimisation\t33\t42\n']"
"Ситуация в Донбассе остается напряженной, сообщил Пушилин.",[]
"❗️ Сообщается, что ВСУ отбили обратно Херсон @istorijaoruzija",[]
В Одессе идёт стрельба.,[]
Защищенный автомобиль К-63968 «Тайфун-К» в Харькове,[]
"Эрдоган в беседе с Зеленским заявил, что Турция прилагает усилия для скорейшего прекращения огня",[]
"❗️ Песков: санкции запада весьма серьезные, Россия готовилась к ним заблаговременно, принимает меры для бесперебойной работы экономики, потенциал есть",['Appeal_to_Authority\t0\t10\n']
"Так выглядела сегодня днем очередь в один из магазинов в Киеве и полки с продуктами. Около часа назад в Киеве начался «длинный» комендантский час, который продлится полтора дня. Он введен с 17:00 субботы, 26 февраля, по 8:00 понедельника, 28 февраля. «Все гражданские лица, находящиеся на улице в период комендантского часа, будут считаться членами диверсионно-разведывательных групп врага», — предупреждал мэр города Виталий Кличко. Фото: РБК",[]
"18+ Видео, предположительно, из Киева. Как утверждают в соцсетях, так жителям раздают оружие прямо из машин. @rt_russian","['Doubt\t11\t27\n', 'Appeal_to_Authority\t39\t64\n', 'Exaggeration,Minimisation\t86\t107\n']"
"— Что будешь делать после окончания войны? — Мирно жить, работать. Народная милиция ДНР показала одного из украинских военнослужащих, сдавшихся силам республики. По словам Александра, его обманули: он должен был служить срочную службу, но был подписан на контракт. @rt_russian","['Exaggeration,Minimisation\t67\t87\n', 'Exaggeration,Minimisation\t144\t160\n', 'Appeal_to_Authority\t162\t182\n']"
"⚡️ ?? ?? Воздушная тревога в Одессе ⚡️ Сообщают, что ВКС РФ наносят удары по аэропорту Тернополя",['Loaded_Language\t0\t8\n']
Относительно Севердонецка. Есть подтверждения о выводе войск ВСУ из города. О занятии города пока подтверждений нет. Скорее всего идут какие-то договорняки.,"['Causal_Oversimplification\t117\t155\n', 'Loaded_Language\t144\t155\n']"
Обращение Украинского Офицера спецназа к своим побратимам-афганцам из России.,"['Exaggeration,Minimisation\t47\t66\n', 'Appeal_to_Authority\t0\t38\n']"
"Вокруг Харькова идут бои . Сообщают, что замечена авиация.",[]
⚡️ Удар баллистическими ракетами произошел по Миргороду.,[]
"В Мариуполе нацбат «Азов» блокирует эвакуацию мирных жителей - хотят прикрыться ними, как живым щитом. Ещё хотят, чтобы было как можно больше жертв среди гражданского населения - нацистам нужна кровавая картинка. Даже представить не могу, чтобы нам в голову могло прийти такое, и это очень хорошо иллюстрирует разницу между нами и «ними». Жаль, что многие так и не поняли, с кем и с чем мы вступили в схватку восемь лет назад.","['Loaded_Language\t12\t25\n', 'Loaded_Language\t63\t101\n', 'Loaded_Language\t125\t147\n', 'Reductio_ad_hitlerum\t179\t187\n', 'Loaded_Language\t194\t211\n', 'Black-and-White_Fallacy\t324\t337\n', 'Causal_Oversimplification\t349\t425\n', 'Loaded_Language\t339\t348\n']"
"Детский садик на улице Буслаева 39 в Донецке. Сюда прилетел снаряд в субботу утром. Разбиты практически все стёкла в окнах. Осколки, пыль и штукатурка на маленьких детских кроватках. Повреждена крыша. Вокруг жилые дома. Слышен бой где-то вдалеке. Я приехал и уехал. А они так живут уже почти 8 лет.","['Loaded_Language\t124\t181\n', 'Causal_Oversimplification\t266\t297\n']"
"Новый брифинг советника ОП Подоляка. Основные моменты на сейчас: - в многих городах к полиции уже присоединилась тероборона: «местами очень сильная». - если сопоставить военные потенциалы России и Украины, то мы держимся очень эффективно. - противник хочет «зажать» Киев и основные юго-восточные города. - наблюдаем военные преступления: обстрелы жилых кварталов. Сегодня обстреляли даже детский сад. - цель РФ – создать в Украине хаос и на место действующей власти создать временную администрацию. - самая сложная ситуация на Харьковском направлении, в Сумской области и на Юге, «где идут достаточно тяжелые бои». - Зеленский остается в Киеве.","['Loaded_Language\t126\t147\n', 'Appeal_to_fear-prejudice\t372\t399\n', 'Loaded_Language\t257\t265\n']"
"Наш <a href=""?q=%23%D0%98%D0%BD%D1%81%D0%B0%D0%B9%D0%B4"">#Инсайд</a> из Офиса Президента подтвердился, что Россия требует капитуляции.<br/><br/>Россия готова к переговорам в любой момент, когда ВС Украины сложит оружие, заявил Лавров.<br/><br/><a href=""https://t.me/rezident_ua/10382"" rel=""noopener"" target=""_blank"">https://t.me/rezident_ua/10382</a>",['Appeal_to_Authority\t220\t233\n']
❗️ ?? Народная Милиция ДНР взяла под контроль село Пищевик в Волновахском районе (20 км до Мариуполя),"['Exaggeration,Minimisation\t6\t26\n', 'Loaded_Language\t0\t5\n']"
"Байден издал меморандум о предоставлении Украине немедленной военной помощи, сообщили в Белом доме.",['Appeal_to_Authority\t77\t98\n']
"❗️ ⚡️ Экстренное заявление официального представителя НМ ЛНР старшего лейтенанта Филипоненко И.М. на 26 февраля 2022 г. по факту обстрела украинскими националистами из РСЗО ""Град"" н.п. Старобельск ‼️ Ситуация на линии боевого соприкосновения продолжает оставаться критической. ➖ По поступившей нам информации, украинские националистические батальоны целенаправленно обстреляли из реактивных систем залпового огня БМ-21 «Град» н.п. СТАРОБЕЛЬСК, с целью обвинения Народной милиции ЛНР в данном преступлении. ⚡️ Информация о жертвах среди мирного населения и повреждениях инфраструктуры уточняется. ? Кроме того, нам достоверно известно, что националисты активно минируют не только критически важные объекты, но и жилые дома мирного населения. ➖ Также, по разведывательным данным украинские националисты планируют из реактивной артиллерии обстрелять н.п. КРАМАТОРСК, СЛАВЯНСК, ДМИТРОВКА и ДОНЕЦК. ❗️ Мы в очередной раз призываем к осознанию военнослужащими ВСУ бесперспективности войны, добровольно сложите оружие и переходите на нашу сторону, мы гарантируем вам жизнь! Украинских же националистов мы предупреждаем о неминуемой ликвидации за преступления против человечности!","['Loaded_Language\t6\t26\n', 'Exaggeration,Minimisation\t27\t60\n', 'Name_Calling,Labeling\t138\t164\n', 'Exaggeration,Minimisation\t462\t482\n', 'Black-and-White_Fallacy\t310\t349\n', 'Name_Calling,Labeling\t639\t651\n', 'Loaded_Language\t596\t597\n', 'Name_Calling,Labeling\t777\t800\n', 'Loaded_Language\t1041\t1066\n', 'Name_Calling,Labeling\t1081\t1094\n', 'Loaded_Language\t350\t376\n', 'Causal_Oversimplification\t444\t504\n', 'Loaded_Language\t900\t937\n', 'Loaded_Language\t1112\t1135\n', 'Loaded_Language\t1139\t1171\n']"
Северодонецк. Артиллерия ВСУ (Д-30) в школьном дворе.,[]
"Двукратный обладатель Кубка Стэнли бывший чешский вратарь Доминик Гашек призвал НХЛ разорвать контракты со всеми российскими хоккеистами. Всё началось с отказа Александра Овечкина осуждать действия России на Донбассе – это вызвало просто неадекватную ярость у чеха. Тот обругал сначала Сашу, потом президента, а теперь и вовсе призывал лигу ввести санкции против обычных игроков. Мол каждый спортсмен представляет не только себя и свой клуб, но и свою страну, её ценности и действия. И потому если ты русский хоккеист, то обязан попасть в опалу.","['Exaggeration,Minimisation\t189\t216\n', 'Loaded_Language\t238\t257\n', 'Loaded_Language\t310\t326\n', 'Exaggeration,Minimisation\t348\t378\n', 'Black-and-White_Fallacy\t484\t545\n', 'Loaded_Language\t529\t544\n']"
"Глава МИД РФ Сергей Лавров по итогам встречи с коллегой из ЛНР Владиславом Дейнего и первым замглавы МИД ДНР Сергеем Пересадой заявил, что в ходе специальной военной операции Украина будет демилитаризована и денацифицирована. «Мы готовы к переговорам в любой момент. Как только ВСУ откликнутся на призыв нашего президента, прекратят сопротивление, сложат оружие», — подчеркнул Лавров. rusvesna.su/news/1645785784","['Exaggeration,Minimisation\t59\t62\n', 'Exaggeration,Minimisation\t85\t108\n', 'Appeal_to_Authority\t127\t133\n', 'Appeal_to_Authority\t13\t26\n', 'Exaggeration,Minimisation\t146\t174\n', 'Exaggeration,Minimisation\t189\t205\n', 'Exaggeration,Minimisation\t208\t224\n', 'Black-and-White_Fallacy\t267\t361\n', 'Appeal_to_Authority\t366\t383\n']"
